term,level1_candidate,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms
coadjutor,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Coadjutor,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Coadjutor
cura,2,review,"Puede funcionar como título ocupacional, pero aislado es polisémico o demasiado transversal; conviene revisar falsos positivos.",0.62,Cura,"Profesionales, científicos e intelectuales",low,1,1,1,True,1.0,False,False,Cura
diacono,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Diácono,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Diácono
hafiz,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Hafiz,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Hafiz
imam,2,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Imam o guía espiritual islámico,"Profesionales, científicos e intelectuales",high,1,1,1,False,1.0,False,False,Imam
espiritual,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Imam o guía espiritual islámico,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,espiritual
islamico,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Imam o guía espiritual islámico,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,islámico
iman,2,review,"Puede funcionar como título ocupacional, pero aislado es polisémico o demasiado transversal; conviene revisar falsos positivos.",0.62,Imán,"Profesionales, científicos e intelectuales",low,1,1,1,True,1.0,False,False,Imán
khatib,2,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Khatib del islam,"Profesionales, científicos e intelectuales",low,1,1,1,False,1.0,False,False,Khatib
islam,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Khatib del islam,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,islam
superiora,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Madre superiora,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,superiora
maulana,2,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Maulana líder musulmán,"Profesionales, científicos e intelectuales",high,1,1,1,False,1.0,False,False,Maulana
musulman,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Maulana líder musulmán,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,musulmán
confesion,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Ministro de confesión religiosa,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,confesión
religiosa,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Ministro de confesión religiosa,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,religiosa
misionero,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Misionero | Sacerdote misionero,"Profesionales, científicos e intelectuales",high,2,1,1,True,0.5,False,False,"Misionero, misionero"
monsenor,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Monseñor,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Monseñor
mufti,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Mufti,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Mufti
mullah,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Mullah,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Mullah
obispo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Obispo,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Obispo
parroco,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Párroco,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Párroco
evangelizante,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Pastor evangelizante,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,evangelizante
protestante,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Pastor protestante,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,protestante
presbitero,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Presbítero,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Presbítero
prior,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Prior,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Prior
pujari,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Pujari | Pujari o sacerdote hindú,"Profesionales, científicos e intelectuales",high,2,1,1,True,1.0,False,False,Pujari
hindu,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Pujari o sacerdote hindú,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,hindú
qari,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Qari,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Qari
rabino,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Rabino,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Rabino
talapoin,2,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Talapoin monje budista birmano,"Profesionales, científicos e intelectuales",low,1,1,1,False,1.0,False,False,Talapoin
birmano,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Talapoin monje budista birmano,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,birmano
teologo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Teólogo,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Teólogo
vicario,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Vicario,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Vicario
argumentista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Argumentista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Argumentista
dialogos,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Asesor de diálogos y acentos | Editor de sonido de diálogos,"Profesionales, científicos e intelectuales",medium,2,2,2,False,0.0,False,False,diálogos
acentos,2,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,Asesor de diálogos y acentos,"Profesionales, científicos e intelectuales",high,1,1,1,False,0.0,False,False,acentos
biografo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Biógrafo,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Biógrafo
cabeza,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Cabeza de cuarto de escritores | Equilibrista de cabeza,"Profesionales, científicos e intelectuales",medium,2,2,2,False,0.5,False,False,"Cabeza, cabeza"
escritores,2,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Cabeza de cuarto de escritores,"Profesionales, científicos e intelectuales",medium,1,1,1,False,0.0,True,True,escritores
copy,2,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Copy (editor de copia),"Profesionales, científicos e intelectuales",low,1,1,1,False,1.0,False,False,Copy
copia,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Copy (editor de copia),"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,copia
dialoguista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Dialoguista | Escritor dialoguista,"Profesionales, científicos e intelectuales",high,2,1,1,True,0.5,False,False,"Dialoguista, dialoguista"
dramaturgo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Dramaturgo,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Dramaturgo
correccion,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Editor de corrección de textos,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,corrección
dialogo,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Editor de dialogo | Doble de dialogo,"Profesionales, científicos e intelectuales",medium,2,2,2,False,0.0,False,False,dialogo
ensayista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Ensayista | Escritor ensayista,"Profesionales, científicos e intelectuales",high,2,1,1,True,0.5,False,False,"Ensayista, ensayista"
cancion,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Escritor de canción,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,canción
cuento,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Escritor de cuento,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,cuento
discursos,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Escritor de discursos | Redactor de discursos,"Profesionales, científicos e intelectuales",low,2,1,1,False,0.0,False,False,discursos
ficcion,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Escritor de ficción,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,ficción
libretos,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Escritor de libretos,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,libretos
novelas,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Escritor de novelas,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,novelas
lirico,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Escritor lírico | Artista lírico,"Profesionales, científicos e intelectuales",medium,2,2,2,False,0.0,False,False,lírico
guionista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Guionista | Guionista transmedia,"Profesionales, científicos e intelectuales",high,2,1,1,True,1.0,False,False,Guionista
transmedia,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Guionista transmedia | Productor transmedia,"Profesionales, científicos e intelectuales",medium,2,2,2,False,0.0,False,False,transmedia
indexador,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Indexador,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Indexador
indizador,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Indizador,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Indizador
libretistas,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Jefe de libretistas,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,libretistas
libretista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Libretista | Libretista asistente de guion | Libretista central,"Profesionales, científicos e intelectuales",high,3,1,1,True,1.0,False,False,Libretista
literato,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Literato,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Literato
novelista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Novelista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Novelista
poeta,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Poeta,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Poeta
scrip,2,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Scrip doctors,"Profesionales, científicos e intelectuales",low,1,1,1,False,1.0,False,False,Scrip
doctors,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Scrip doctors,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,doctors
world,2,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,World builder,"Profesionales, científicos e intelectuales",low,1,1,1,False,1.0,False,False,World
builder,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,World builder,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,builder
adaptador,2,review,"Puede funcionar como título ocupacional, pero aislado es polisémico o demasiado transversal; conviene revisar falsos positivos.",0.62,Adaptador podcast audiovisual | Adaptador musical,"Profesionales, científicos e intelectuales",low,2,2,2,False,1.0,False,False,Adaptador
podcast,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Adaptador podcast audiovisual | Desarrollador de podcast | Productor de podcast,"Profesionales, científicos e intelectuales",medium,3,1,1,False,0.0,False,False,podcast
plataformas,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Alimentador de contenidos para plataformas,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,plataformas
booktuber,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Booktuber,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Booktuber
columnista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Columnista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Columnista
comentarista,2,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Comentarista de actualidad | Comentarista de cine | Comentarista de deportes,"Profesionales, científicos e intelectuales",high,7,1,1,False,1.0,False,False,Comentarista
actualidad,2,drop,"Palabra genérica, institucional o modificadora; la exclusividad en el catálogo no implica exclusividad semántica.",0.93,Comentarista de actualidad,"Profesionales, científicos e intelectuales",high,1,1,1,False,0.0,False,False,actualidad
improvisado,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Comentarista improvisado,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,improvisado
cronista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Cronista | Cronista de deportes | Cronista musical,"Profesionales, científicos e intelectuales",high,3,1,1,True,1.0,False,False,Cronista
periodista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Periodista | Periodista cultural | Periodista de crímenes,"Profesionales, científicos e intelectuales",high,18,2,2,True,0.944,False,False,"Periodista, periodista"
crimenes,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Periodista de crímenes,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,crímenes
expandido,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Periodista expandido,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,expandido
presentador,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Periodista presentador | Presentador | Presentador de espectáculos públicos,"Profesionales, científicos e intelectuales",high,12,2,2,True,0.917,False,False,"Presentador, presentador"
noticiero,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Productor de noticiero de televisión,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,noticiero
periodistico,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Productor periodístico | Editor de campo periodístico | Editor de contenido periodístico,"Profesionales, científicos e intelectuales",medium,3,1,2,False,0.0,False,False,periodístico
storyhunter,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Storyhunter,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Storyhunter
blogger,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Blogger,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Blogger
estilo,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Corrector de estilo,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,estilo
cronicas,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Editor de crónicas,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,crónicas
periodicas,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Editor de publicaciones periódicas,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,periódicas
extranjero,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Editor extranjero,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,extranjero
editorialista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Editorialista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Editorialista
blogs,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Escritor de blogs,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,blogs
redaccion,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Jefe de redacción,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,redacción
citadino,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Redactor citadino,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,citadino
informativos,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Redactor de medios informativos,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,informativos
subeditor,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Redactor jefe adjunto o subeditor,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,subeditor
scout,2,review,"Aparece al inicio de una denominación, pero la evidencia es escasa o la forma léxica no es inequívocamente ocupacional.",0.64,Scout literario,"Profesionales, científicos e intelectuales",low,1,1,1,False,1.0,False,False,Scout
diccionario,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Escritor de diccionario,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,diccionario
etimologista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Etimologista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Etimologista
filologo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Filólogo | Filólogo de fonética | Filólogo de grafología,"Profesionales, científicos e intelectuales",high,4,1,1,True,1.0,False,False,Filólogo
fonetica,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Filólogo de fonética,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,fonética
grafologia,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Filólogo de grafología,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,grafología
morfologia,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Filólogo de morfología,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,morfología
fonologo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Fonólogo,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Fonólogo
grafologo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Grafólogo,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Grafólogo
lexicografo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Lexicógrafo,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Lexicógrafo
linguista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Lingüista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Lingüista
morfologista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Morfologista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Morfologista
semasiologo,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Semasiólogo,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Semasiólogo
subtitulador,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Subtitulador,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Subtitulador
terminologista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Terminologista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Terminologista
traductor,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Traductor | Traductor de documentos técnicos | Traductor literario,"Profesionales, científicos e intelectuales",high,9,1,3,True,1.0,False,False,Traductor
simultaneo,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Traductor simultáneo,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,simultáneo
romani,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Intérprete de lengua romani | Traductor de lengua romani colombianas,"Profesionales, científicos e intelectuales",low,2,1,1,False,0.0,False,False,romani
criollas,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Intérprete de lenguas criollas (ri palenque y raizal) colombianas | Traductor de lenguas criollas (ri palenque y raizal) de Colombia,"Profesionales, científicos e intelectuales",low,2,1,1,False,0.0,False,False,criollas
palenque,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Intérprete de lenguas criollas (ri palenque y raizal) colombianas | Traductor de lenguas criollas (ri palenque y raizal) de Colombia,"Profesionales, científicos e intelectuales",low,2,1,1,False,0.0,False,False,palenque
raizal,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Intérprete de lenguas criollas (ri palenque y raizal) colombianas | Traductor de lenguas criollas (ri palenque y raizal) de Colombia,"Profesionales, científicos e intelectuales",low,2,1,1,False,0.0,False,False,raizal
colombianas,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Intérprete de lenguas criollas (ri palenque y raizal) colombianas | Intérprete de lenguas indígenas colombianas | Traductor de lengua romani colombianas,"Profesionales, científicos e intelectuales",medium,4,1,1,False,0.0,False,False,colombianas
sordociegos,2,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Facilitador sordociegos | Guía sordociegos | Intérprete sordociegos,"Profesionales, científicos e intelectuales",medium,3,1,1,False,0.0,False,False,sordociegos
sordo,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Guía intérprete para sordo ciegos,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,sordo
acuarelista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Acuarelista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Acuarelista
muralista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Muralista,"Profesionales, científicos e intelectuales",high,1,1,1,True,1.0,False,False,Muralista
miniaturas,2,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Pintor de miniaturas,"Profesionales, científicos e intelectuales",low,1,1,1,False,0.0,False,False,miniaturas
caricaturista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Caricaturista | Caricaturista y dibujante cómico e historietista | Dibujante caricaturista,"Profesionales, científicos e intelectuales",high,3,1,1,True,0.667,False,False,"Caricaturista, caricaturista"
comico,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Caricaturista y dibujante cómico e historietista | Cómico | Cómico de circo,"Profesionales, científicos e intelectuales",high,3,2,2,True,0.667,False,False,"Cómico, cómico"
historietista,2,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Caricaturista y dibujante cómico e historietista | Historietista,"Profesionales, científicos e intelectuales",high,2,1,1,True,0.5,False,False,"Historietista, historietista"
