term,level1_candidate,id,count,levels,Pamela v1,Alex_v1,Andres,Alex_v2,Pamela v2,sum,manual_keep,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms,semantic_keep,semantic_drop,semantic_review_flag,manual_keep_flag,semantic_keep_flag,agreed,high_conflict
deportologo,2,1428,1,2,0,1,1,1,1,3,TRUE,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Médico deportólogo | Optómetra deportólogo,"Profesionales, científicos e intelectuales",medium,2,2,2,FALSE,0,FALSE,FALSE,deportólogo,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
dermatologo,2,1400,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Dermatólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Dermatólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
desarrollador,2,786,1,2,1,0,0,0,1,1,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Desarrollador químico analítico | Ingeniero desarrollador de productos industriales | Ingeniero desarrollador de productos químicos,"Profesionales, científicos e intelectuales",high,42,12,12,FALSE,0.905,FALSE,FALSE,"Desarrollador, desarrollador",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
descachazador,7,5030,1,7,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Descachazador de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Descachazador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
descuajador,9,5861,1,9,0,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Descuajador de plantas,Ocupaciones elementales,high,1,1,1,FALSE,1,FALSE,FALSE,Descuajador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
deshollinador,7,4432,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Deshollinador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Deshollinador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
desollador,7,4974,1,7,0,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Desollador de animales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Desollador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
despalillador,7,5074,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Despalillador de tabaco,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Despalillador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
despepitador,7,4815,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Despepitador de algodón,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Despepitador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
despostador,7,4975,1,7,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Despostador de carne,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Despostador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
desratizador,7,5201,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Desratizador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Desratizador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
destajero,6,4199,1,6,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Destajero de silvicultura,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",high,1,1,1,FALSE,1,FALSE,FALSE,Destajero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
detective,3,3367,1,3,1,1,1,1,1,3,TRUE,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Agente detective | Detective policial | Inspector detective,Técnicos y profesionales de nivel medio,medium,7,2,2,FALSE,0.429,FALSE,FALSE,"Detective, detective",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
diabetologo,2,1401,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Diabetólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Diabetólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
diagramador,3,2671,1,3,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Diagramador | Diagramador de arte finalista,Técnicos y profesionales de nivel medio,high,2,1,1,TRUE,1,FALSE,FALSE,Diagramador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
dialoguista,2,2189,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Dialoguista | Escritor dialoguista,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,0.5,FALSE,FALSE,"Dialoguista, dialoguista",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
digitador,4,3643,1,4,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Digitador | Digitador de contabilidad | Digitador historias clínicas,Personal de apoyo administrativo,high,3,1,1,TRUE,1,FALSE,FALSE,Digitador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
digitalizador,4,3635,1,4,1,0,1,0,1,2,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Digitalizador,Personal de apoyo administrativo,high,1,1,1,TRUE,1,FALSE,FALSE,Digitalizador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
dinamitero,7,5182,1,7,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Dinamitero | Dinamitero de minas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,1,TRUE,1,FALSE,FALSE,Dinamitero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
doctor,2,1373,1,2,1,0,0,0,1,1,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Doctor de familia | Doctor de medicina clínica | Doctor de medicina general,"Profesionales, científicos e intelectuales",high,21,4,4,FALSE,1,FALSE,FALSE,Doctor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
documentalista,2,2060,1,2,0,1,1,1,1,3,TRUE,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Documentalista de información | Documentalista de información musical | Escritor documentalista,"Profesionales, científicos e intelectuales",medium,3,2,2,FALSE,0.667,FALSE,FALSE,"Documentalista, documentalista",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
domador,5,3910,1,5,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Domador de caballos,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,FALSE,1,FALSE,FALSE,Domador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
dramaturgo,2,2190,1,2,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Dramaturgo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Dramaturgo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
dulcera,7,5006,1,7,1,1,0,1,1,2,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Dulcera tradicional,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Dulcera,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ebanista,7,4298,1,7,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Carpintero ebanista de astilleros | Ebanista | Ebanista armador de fabricación de muebles,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,7,2,2,TRUE,0.857,FALSE,FALSE,"Ebanista, ebanista",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ebanistas,3,2816,1,3,0,0,1,1,1,3,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Supervisor de ebanistas de fabricación de muebles,Técnicos y profesionales de nivel medio,low,1,1,1,FALSE,0,FALSE,FALSE,ebanistas,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
ecografista,3,3077,1,3,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Ecografista,Técnicos y profesionales de nivel medio,high,1,1,1,TRUE,1,FALSE,FALSE,Ecografista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ecologista,2,992,1,2,1,1,0,1,1,2,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Ecologista | Ecologista de plantas,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,1,FALSE,FALSE,Ecologista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ecologo,2,993,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Ecólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Ecólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
econometrista,2,2067,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Econometrista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Econometrista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
economista,2,2068,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Economista | Economista de agricultura | Economista de comercio internacional,"Profesionales, científicos e intelectuales",high,12,1,1,TRUE,1,FALSE,FALSE,Economista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
edafologo,2,951,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Edafólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Edafólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
editorialista,2,2248,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Editorialista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Editorialista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
electricistas,3,2779,1,3,1,0,1,1,1,3,TRUE,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Supervisor de mecánicos electricistas automotriz | Supervisor de mecánicos electricistas de industria automotriz | Supervisor de electricistas de construcción,Técnicos y profesionales de nivel medio,medium,5,1,2,FALSE,0,FALSE,FALSE,electricistas,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
electroplateador,8,5337,1,8,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Electroplateador | Electroplateador metal,Operadores de instalaciones y máquinas y ensambladores,high,2,1,1,TRUE,1,FALSE,FALSE,Electroplateador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
electroquimico,2,788,1,2,1,1,0,1,1,2,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Electroquímico,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Electroquímico,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
electroterapeuta,3,3142,1,3,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Electroterapeuta,Técnicos y profesionales de nivel medio,high,1,1,1,TRUE,1,FALSE,FALSE,Electroterapeuta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
embalador,9,5923,1,9,1,1,0,1,1,2,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Embalador | Embalador a mano | Embalador de muebles,Ocupaciones elementales,high,5,2,2,TRUE,0.8,FALSE,FALSE,"Embalador, embalador",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
embaldosador,7,4342,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Embaldosador de muros | Embaldosador de suelos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,2,FALSE,1,FALSE,FALSE,Embaldosador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
embolador,9,5982,1,9,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Embolador,Ocupaciones elementales,high,1,1,1,TRUE,1,FALSE,FALSE,Embolador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
embotellador,9,5924,1,9,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Embotellador a mano,Ocupaciones elementales,high,1,1,1,FALSE,1,FALSE,FALSE,Embotellador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
embriologo,2,904,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Embriólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Embriólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
embutidor,7,4976,1,7,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Embutidor de cárnicos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Embutidor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
emisorista,3,3569,1,3,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Emisorista,Técnicos y profesionales de nivel medio,high,1,1,1,TRUE,1,FALSE,FALSE,Emisorista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
empacadores,3,2726,1,3,0,1,1,1,1,3,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Coordinador de empacadores agrícola,Técnicos y profesionales de nivel medio,low,1,1,1,FALSE,0,FALSE,FALSE,empacadores,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
emplantillador,7,5167,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Emplantillador de calzado,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Emplantillador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
empretinador,8,5477,1,8,0,1,0,1,0,1,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Empretinador de confección,Operadores de instalaciones y máquinas y ensambladores,high,1,1,1,FALSE,1,FALSE,FALSE,Empretinador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
enchapador,7,4345,1,7,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Enchapador | Enchapador de construcción | Enchapador de superficies de mármol,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,6,3,3,TRUE,0.833,FALSE,FALSE,"Enchapador, enchapador",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
encuestador,4,3703,1,4,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Auxiliar encuestador | Auxiliar encuestador estadística | Encuestador,Personal de apoyo administrativo,high,6,1,1,TRUE,0.667,FALSE,FALSE,"Encuestador, encuestador",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
endocrinologo,2,1412,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Endocrinólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Endocrinólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
endodoncista,2,1518,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Endodoncista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Endodoncista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
enlosador,7,4346,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Enlosador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Enlosador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
enlucidor,7,4312,1,7,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Enlucidor de suelos plásticos | Enlucidor de yeso,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,2,2,FALSE,1,FALSE,FALSE,Enlucidor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
enmarcador,7,4920,1,7,1,1,0,1,1,2,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Enmarcador cuadros,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Enmarcador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
enologo,2,1093,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Enólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Enólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ensayista,2,2197,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Ensayista | Escritor ensayista,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,0.5,FALSE,FALSE,"Ensayista, ensayista",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
entomologo,2,905,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Entomólogo | Entomólogo forense,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,1,FALSE,FALSE,Entomólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
envasador,9,5925,1,9,1,1,0,1,1,2,TRUE,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Envasador a mano | Ayudante envasador de productos de alimentos y bebidas,Ocupaciones elementales,medium,2,2,2,FALSE,0.5,FALSE,FALSE,"Envasador, envasador",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
epidemiologo,2,906,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Epidemiólogo | Epidemiólogo veterinario | Veterinario epidemiólogo,"Profesionales, científicos e intelectuales",high,3,2,2,TRUE,0.667,FALSE,FALSE,"Epidemiólogo, epidemiólogo",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
equilibrista,2,2532,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Equilibrista | Equilibrista de alambre | Equilibrista de bicicleta,"Profesionales, científicos e intelectuales",high,16,1,1,TRUE,1,FALSE,FALSE,Equilibrista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ergonomista,2,1538,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Ergonomista | Ergonomista laboral,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,1,FALSE,FALSE,Ergonomista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
ergoterapeuta,2,1542,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Ergoterapeuta,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Ergoterapeuta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
escolta,5,4015,1,5,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Escolta,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,TRUE,1,FALSE,FALSE,Escolta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
escritor,2,1932,1,2,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Escritor de promoción de relaciones públicas | Escritor | Escritor científico,"Profesionales, científicos e intelectuales",high,28,4,4,TRUE,1,FALSE,FALSE,Escritor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
escritores,2,2184,1,2,0,1,0,1,0,1,TRUE,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Cabeza de cuarto de escritores,"Profesionales, científicos e intelectuales",medium,1,1,1,FALSE,0,TRUE,TRUE,escritores,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
escuadrador,6,4190,1,6,0,0,1,0,1,2,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Escuadrador de troncos,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",high,1,1,1,FALSE,1,FALSE,FALSE,Escuadrador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
escultores,5,3954,1,5,1,1,1,1,1,3,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Modelo para escultores,Trabajadores de los servicios y vendedores de comercios y mercados,low,1,1,1,FALSE,0,FALSE,FALSE,escultores,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
esmerilador,7,4689,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Esmerilador de vidrio decorativo de chorro de arena | Esmerilador de lentes,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,2,2,FALSE,1,FALSE,FALSE,Esmerilador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
esquiador,3,3435,1,3,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Esquiador,Técnicos y profesionales de nivel medio,high,1,1,1,TRUE,1,FALSE,FALSE,Esquiador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
estadigrafo,2,867,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Estadígrafo | Estadígrafo de estadística aplicada,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,1,FALSE,FALSE,Estadígrafo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
estadista,2,878,1,2,1,1,0,1,1,2,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Matemático estadista actuario,"Profesionales, científicos e intelectuales",low,1,1,1,FALSE,0,FALSE,FALSE,estadista,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
estampador,7,4690,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Estampador artesanal | Estampador decorador de cerámica | Estampador de oro en hoja,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,3,2,2,FALSE,1,FALSE,FALSE,Estampador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
estaquillador,9,5862,1,9,0,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Estaquillador y alineador,Ocupaciones elementales,high,1,1,1,FALSE,1,FALSE,FALSE,Estaquillador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
estenotipista,4,3629,1,4,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Estenotipista,Personal de apoyo administrativo,high,1,1,1,TRUE,1,FALSE,FALSE,Estenotipista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
estereotipista,7,4709,1,7,0,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Estereotipista de imprenta,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Estereotipista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
