CuocCode,Level1,Descripcion,Nombre,Primario
21620,2,"Conceptualizan, planean, desarrollan, diseñan, gestionan y asesoran intervenciones a paisajes naturales y urbanos, espacios abiertos para proyectos tales como parques, centros de enseñanza, instituciones, vías de circulación, y zonas exteriores de sitios comerciales, industriales y residenciales. Así mismo, planean y controlan su construcción, mantenimiento y rehabilitación. Se pueden desempeñar en firmas de arquitectura y consultoría del sector público y privado, entre otros.",Arquitectos paisajistas,2162
21631,2,"Definen, conceptualizan, desarrollan, producen y diseñan soluciones integrales, de objetos, moldes, accesorios, entre otros productos industriales de uso y consumo, para la fabricación y producción artesanal, manufacturera e industrial, en serie, por lotes o individuales. precisando la creación de valor para las partes interesadas.  Se pueden desempeñar en industrias manufactureras, firmas de diseño, empresas de servicios, entre otros.",Diseñadores industriales y de productos,2163
21632,2,"Diseñan, proyectan y producen soluciones integrales y conceptos de estilo, definición de vestuario, diseño de ropa, accesorios, textiles, calzado y marroquinería, teniendo en cuenta las tendencias de moda, culturales y sociales, precisando la creación de valor para las personas involucradas. Se pueden desempeñar en compañías de televisión, empresas de textiles, confecciones, calzado y marroquinería, comercios, entre otros.",Diseñadores de vestuario y moda,2163
21633,2,"Diseñan espacios comerciales, industriales, públicos, escenarios, residenciales, entre otros, para producir un entorno ajustado a un propósito, teniendo en cuenta los factores que mejoren los ambientes, así como la promoción de ventas. Se pueden desempeñar en firmas arquitectónicas, de diseño interior, establecimientos de venta al por menor, empresas de construcción, entre otros.",Diseñadores de espacios,2163
21634,2,"Diseñan soluciones integrales, con base a oportunidades identificadas y a través de métodos proyectuales y pensamiento divergente, enmarcadas en la planificación, organización y generación de sistemas de prestación, adquisición y uso de servicios, para mejorar la calidad, la interacción entre el proveedor y usuarios, así como la experiencia de las mismas. Se pueden desempeñar en agencias, organizaciones públicas y privadas, entre otros.",Diseñadores de servicios,2163
21635,2,"Conceptualizan, planean, diseñan, gestionan, coordinan, desarrollan y evalúan proyectos de iluminación sostenibles, sustentables, así como energéticamente eficientes, determinando el riesgo social, basándose en los elementos fisiológicos, ergonómicos, perceptuales, estéticos, arquitectónicos, sociales y culturales, adaptados a las necesidades tanto del espacio como del usuario y su entorno; en la construcción, renovación, restauración y adecuación de edificaciones comerciales, industriales, educativas, culturales, institucionales, residenciales, recreativas, hospitalarias, y en proyectos viales, urbanísticos, rurales y ambientales; investigan y asesoran en la materia. Se pueden desempeñar en firmas de estudios de iluminación, arquitectura, construcción, diseño interior, diseño industrial, ingenierías y en empresas de desarrollo de producto de iluminación y consultoría del sector público y privado, entre otros.",Diseñadores de iluminación,2163
21640,2,"Diseñan, desarrollan e implementan políticas y planes para el uso controlado y sostenible de las tierras, las instalaciones físicas y los servicios ambientales, económicos y sociales asociados a las áreas urbanas y rurales y el ordenamiento de los sistemas de tránsito. Así mismo, realizan investigaciones y asesoran para el desarrollo e implementación de estas políticas y planes. Se pueden desempeñar en entidades del gobierno, empresas de consultoría e ingeniería o como consultores privados, entre otros.","Planificadores urbanos, regionales y de tránsito",2164
21650,2,"Dirigen, diseñan, calculan y ejecutan investigaciones y proyectos aplicando métodos, técnicas y procesos de topografía, cartografía y georreferenciación para la planificación, construcción, control y reparación de obras civiles y de infraestructura, obras hidráulicas, levantamientos topográficos, cartográficos, de geomática, fotogramétricos, de teledetección, batimétricos, sistemas de posicionamiento de navegación satelital y levantamientos especiales. Desarrollan análisis relacionados con astronomía, geodesia, economía, catastro y planeación, prospección geofísica, entre otros. Revisan los mapas, los gráficos, pictóricos digitales y otras representaciones visuales de elementos naturales y construidos y los límites de la tierra, mares, espacios subterráneos y cuerpos celestes, aplicando principios científicos y matemáticos. Se pueden desempeñar en proyectos ambientales, petroleros, industriales, agronómicos, forestales, mineros, de ciencias forenses, judiciales y de ordenamiento territorial, entre otros.",Cartógrafos e ingenieros topográficos y catastrales,2165
21661,2,"Proyectan y diseñan productos y contenidos visuales, gráficos y textuales para la comunicación de información utilizando medios impresos y digitales; crean aplicaciones gráficas, efectos especiales en imagen, animaciones, bocetos u otras imágenes visuales para su uso en aplicaciones, medios impresos y anuncios publicitarios. Se pueden desempeñar en empresas de diseño gráfico, agencias de publicidad, editoriales, entre otros.",Diseñadores gráficos,2166
21662,2,"Proyectan y diseñan contenidos visuales, audiovisuales como aplicaciones gráficas, efectos especiales, animaciones, entre otros, por medio del computador utilizando programas de diseño, renderización y modelación digital para la comunicación de información en medios cinematográficos y digitales, la web, en formularios electrónicos y otro tipo de medios visuales y de audio. Crean conceptos de diseño y experiencias positivas identificando momentos y experiencias con vínculo emocional de interacciones entre personas, productos, servicios digitales y marcas en plataformas digitales y otros medios, a partir de la investigación de tendencias sociales, comerciales y visuales para servicios o la obtención de un producto. Se pueden desempeñar en empresas de diseño gráfico, agencias de publicidad, productoras audiovisuales, editoriales, centrales de medios, empresas desarrolladoras de software, entre otros.",Diseñadores de imágenes computarizadas e interacción digital,2166
22110,2,"Previenen, diagnostican y tratan enfermedades, trastornos físicos, lesiones y otros problemas de salud físicos y mentales, mantienen la salud general de los seres humanos mediante la aplicación de los principios y procedimientos de la medicina moderna. Sus facultades no se limitan a la práctica de determinadas categorías de enfermedades o métodos de tratamiento, ya que pueden asumir la responsabilidad de la prestación de atención médica continua e integral para las personas, las familias y las comunidades. Se pueden desempeñar en clínicas, hospitales, centros médicos o pueden trabajar de forma independiente en consultorios privados, entre otros.",Médicos generales,2211
22120,2,"Diagnostican, tratan y previenen trastornos físicos, enfermedades, lesiones y otros problemas de salud físicos y mentales en los seres humanos, mediante pruebas especializadas y técnicas de diagnóstico, tratamientos médicos, quirúrgicos, físicos y psiquiátricos mediante la aplicación de principios y procedimientos de la medicina moderna. Estudian e investigan la naturaleza, causa y desarrollo de enfermedades humanas y áreas especializadas, practican intervenciones quirúrgicas. Estos profesionales se especializan en ciertas categorías de enfermedades, tipos de paciente o métodos de tratamiento, pueden impartir la docencia médica. Se pueden desempeñar en hospitales, clínicas, centros de atención médica, entre otros.",Médicos especialistas,2212
22210,2,"Proporcionan servicios de tratamiento, apoyo y atención a las personas, familias y grupos comunitarios, que están en necesidad de cuidados de enfermería a la persona en su proceso salud-enfermedad, vida-muerte; debido a los efectos del envejecimiento, lesión, enfermedad u otros impedimentos físicos o mentales, o con riesgos potenciales para la salud; establecen el diagnóstico de enfermería, las intervenciones y los resultados (basados en clasificaciones), mediante intervenciones dirigidas a la promoción, mantenimiento y recuperación de la salud, prevención de la enfermedad, tratamiento y rehabilitación; interactúan interdisciplinariamente y en equipos de trabajo con otros trabajadores de la salud en la determinación de las intervenciones, el pronóstico, el apoyo y los cuidados que requieren los pacientes, en la aplicación práctica de medidas preventivas y curativas, en la implementación y valoración en el cuidado del paciente velando por la calidad y la seguridad de la atención. Se pueden desempeñar en clínicas, hospitales, centros médicos, de rehabilitación, instituciones educativas y servicios particulares, comunidad y empresas, entre otros.",Profesionales de enfermería,2221
22220,2,"Planean, gestionan, suministran y evalúan los servicios de atención de partería antes, durante, después del embarazo y el parto; proporcionan atención del parto para reducir los riesgos de salud a las mujeres y los niños recién nacidos, trabajan de manera autónoma o en equipo con otros profesionales de la salud. Se pueden desempeñar en hospitales, clínicas y centros de servicios especializados en salud, entre otros.",Profesionales de partería,2222
22300,2,"Examinan pacientes, previenen y tratan enfermedades, dolencias, lesiones y otros problemas físicos, energéticos, mentales y espirituales y mantienen la salud general de los seres humanos mediante la aplicación de conocimientos, habilidades, alternativas de tratamiento y prácticas adquiridas a través de un amplio estudio de las teorías, creencias y experiencias procedentes de culturas específicas. Se pueden desempeñar en clínicas, centros, clubes y tiendas de salud, naturistas y de medicina alternativa, entre otros.",Profesionales de medicina tradicional y alternativa,2230
22401,2,"Brindan servicios médicos de asesoramiento, diagnóstico, curativos y preventivos más limitados en alcance y complejidad a los que realizan los médicos. Administran cuidados prehospitalarios de emergencia para salvaguardar la vida de pacientes y durante el viaje a centros hospitalarios para la atención médica. Coordinan, planean y direccionan el servicio de ambulancias, atención prehospitalaria y al paciente de urgencias, realizan vigilancia epidemiológica, del sistema de emergencias médicas. Se pueden desempeñar en clínicas, hospitales, servicios privados de ambulancia, centros médicos, Cruz Roja, entidades de socorro, instituciones prestadoras de servicios de salud y entidades territoriales, entre otros.",Paramédicos,2240
22402,2,"Planean, organizan, direccionan, ejecutan, supervisan, evalúan y coordinan las actividades de las áreas quirúrgicas en el desarrollo de procesos inherentes a la ejecución de procedimientos de esterilización que incluye el instrumental, bioseguridad y tecno-vigilancia, necesarios para garantizar la seguridad, confiabilidad y calidad en la esterilización y cirugía, con el propósito de prevenir y controlar la infección; manejan las centrales de esterilización, equipos de salud y dispositivos médicos, tales como máquinas de perfusión, láser y endoscopias, entre otros. Brindan asesoramiento técnico en la colocación de implantes y dispositivos médico quirúrgicos. Asisten a médicos, cirujanos y anestesistas en el manejo de los diferentes equipos de ayuda de diagnóstico y tratamiento y en la disposición del instrumental quirúrgico durante las cirugías. Se pueden desempeñar en clínicas, hospitales, consultorios odontológicos, empresas industriales y comercializadoras de dispositivos médicos quirúrgicos, prestadores de servicios de salud públicas, privadas y mixtas entre otros.",Instrumentadores quirúrgicos,2240
22500,2,"Previenen, diagnostican y tratan enfermedades, trastornos, lesiones y disfunciones de los animales. Pueden proporcionar atención a una amplia variedad de animales o se especializan en el tratamiento de un grupo de animales en particular o en un área particular de especialidad; asesoran a clientes sobre su alimentación, higiene, hábitat y cuidado general. Se pueden desempeñar en clínicas veterinarias, universidades, empresas de productos biológicos y farmacéuticos, empresas del sector público y privado, entre otros.",Veterinarios,2250
22610,2,"Diagnostican, tratan y previenen enfermedades, lesiones y anomalías de los dientes, la boca, los maxilares y los tejidos correspondientes, mediante la aplicación de los principios y procedimientos de la odontología moderna utilizando una amplia gama de técnicas especializadas de diagnóstico, cirugía y otras para promover y restaurar la salud oral. Se pueden desempeñar en hospitales, clínicas, universidades, servicios públicos de salud, consultorios privados, entre otros.",Odontólogos,2261
22620,2,"Investigan, desarrollan, preparan y evalúan formulaciones, participan en la asesoría, control y aseguramiento de calidad de productos farmacéuticos, cosméticos y en los diferentes espacios de la cadena de abastecimiento de medicamentos y otros productos para la salud, así como en asuntos regulatorios, validación de procesos y estudios de estabilidad. Evalúan e intervienen en los procesos de dispensación, almacenamiento, preservación, composición y utilización correcta, efectividad y seguridad de los tratamientos médicos, ensayan, idean y perfeccionan materiales, disposición de residuos para el medio ambiente y desarrollar nuevos conocimientos. Se pueden desempeñar en laboratorios e industria farmacéutica y cosmética, farmacias, hospitales, clínicas, organizaciones reguladoras, entre otros.",Farmacéuticos y químicos farmacéuticos,2262
22630,2,"Diseñan, planifican, evalúan y ponen en práctica sistemas de gestión para reconocer, vigilar, controlar los factores ambientales y de riesgo laboral, que pueden afectar la salud y seguridad humana; garantizan condiciones de trabajo seguras y saludables con el propósito de prevenir enfermedades o lesiones causadas por agentes químicos, físicos, radiológicos, biológicos, mecánicos, factores ergonómicos y demás riesgos presentes en el área de trabajo. Se pueden desempeñar en empresas, organizaciones públicas y privadas, aseguradoras, administradoras de riesgos laborales, entre otros.",Profesionales de la salud y la higiene laboral y ambiental,2263
22640,2,"Evalúan, planifican y ejecutan programas de tratamiento y rehabilitación diseñados individualmente que mejoran o restauran las funciones motoras humanas, potencializan la capacidad del movimiento, así como a la prevención y recuperación de sus alteraciones, alivian síndromes de dolor, diagnostican, tratan y previenen los problemas físicos asociados con lesiones óseas, musculares, enfermedades y otros deterioros. Realizan actividades y planes de habilitación y rehabilitación integral de las personas, que contienen una amplia gama de terapias físicas y técnicas, tales como el movimiento, ultrasonido, calor, láser y otras técnicas con el fin de optimizar su calidad de vida y contribuir al desarrollo social. Se pueden desempeñar en hospitales, clínicas, centros de rehabilitación, entre otros.",Fisioterapeutas,2264
22650,2,"Planean, investigan, desarrollan, organizan, dirigen, supervisan y evalúan programas de nutrición, dietas y servicio de alimentos para mejorar el impacto de los alimentos y la nutrición en la salud humana. Se pueden desempeñar en hospitales, instituciones gubernamentales, industriales y de educación, entre otros.",Dietistas y nutricionistas,2265
22660,2,"Diagnostican, intervienen, evalúan y asesoran sobre los procesos, desórdenes, trastornos o alteraciones de la comunicación relacionada con la audición humana, el lenguaje, la cognición, el habla y la deglución, la función oral faríngea, las variaciones y las diferencias comunicativas. Promueven la salud y el bienestar comunicativo del individuo, de los grupos humanos y de las  poblaciones, previniendo alteraciones o problemas en el estado de salud y detectando factores de riesgo asociado. Determinan la naturaleza del trastorno, enfermedad o problema y diagnostican el estado de salud de los pacientes y su entorno para desarrollar e implementar planes de tratamiento y evaluación y documentación de los mismos. Así mismo prescriben, adaptan y hacen seguimiento a dispositivos correctivos o terapias de rehabilitación para la pérdida de audición, trastornos del habla y problemas sensoriales y neurales relacionados y administran, asisten y asesoran en las áreas de desempeño profesional, lenguaje, habla y audición. Se pueden desempeñar en hospitales, instituciones de rehabilitación y educativas, entre otros.",Fonoaudiólogos y terapeutas del lenguaje,2266
22670,2,"Examinan y brindan atención primaria del sistema visual y ocular, proporcionando el cuidado completo a los ojos y la visión, incluyendo la refracción y dispensación, prevención, detección, diagnóstico, manejo, tratamiento y corrección de los trastornos y enfermedades de los ojos y rehabilitación de las condiciones del sistema visual, formulando lentes oftálmicos y de contacto, recomendando tratamientos como ejercicios correctivos para los problemas de visión o trastornos oculares. Asesoran sobre el cuidado de los ojos y prescriben ayudas ópticas u otras terapias. Así como el reconocimiento y diagnóstico de las manifestaciones sistémicas que tienen relación con el ojo y que permiten preservar y mejorar la calidad de vida del individuo y la comunidad. Se pueden desempeñar en hospitales, clínicas, centros médicos, consultorios particulares, universidades, entre otros.",Optómetras,2267
22691,2,"Promueven, previenen, evalúan, gestionan e intervienen de manera integral, condiciones y determinantes biopsicosociales que podrían afectar actividades de autocuidado, estudio, trabajo, juego, arte, deporte, oficios y descanso, comunicación, movilidad, funcionalidad e interacciones del desempeño ocupacional individual o colectivo, y contextos ocupacionales de la vida diaria. Sus acciones tienen en cuenta características físicas, sensoriales, mentales, cognitivas, emocionales, sociales y espirituales. Determinan, diseñan, elaboran, adaptan y orientan tecnologías de asistencia, ajustes y apoyos razonables para la autonomía e independencia funcional en el desempeño de ocupaciones según el curso de vida. Se pueden desempeñar en instituciones de salud, de rehabilitación, educativas o de servicio social o comunitario, entre otros.",Terapeutas ocupacionales,2269
22692,2,"Diagnostican, intervienen e implementan actividades de promoción, prevención, valoración, ayudas clínicas, pruebas de diagnóstico cardiovascular y de función cardiopulmonar, realizan, tratamiento y rehabilitación de desórdenes y alteraciones cardiorrespiratorias. Promueven, asesoran sobre el fortalecimiento de la salud cardiorrespiratoria de la comunidad de acuerdo a políticas en atención en salud. Así mismo prescriben, adaptan y hacen seguimiento a dispositivos correctivos o terapias de rehabilitación y cuidado cardiorrespiratorio clínico. Se pueden desempeñar en hospitales, clínicas, entidades prestadoras de servicios de salud, instituciones de rehabilitación y educativas, entre otros.",Profesionales en terapia respiratoria,2269
22693,2,"Diagnostican, administran tratamientos y terapias a pacientes que presentan trastornos o afecciones de comportamiento. Utilizan técnicas e intervenciones como arte, música, animales, movimiento y danza para promover, mantener, restaurar el desarrollo y la salud del paciente. Se pueden desempeñar en hospitales, clínicas y centros de servicios de salud, entre otros.",Otros profesionales de terapia,2269
22699,2,"Esta ocupación abarca a profesionales de la salud no clasificados en otras ocupaciones del Grupo Primario 2269: Otros profesionales de la salud no clasificados en otros grupos primarios. Por ejemplo, incluye aquellos que diagnostican, administran tratamientos y terapias a pacientes con enfermedades o lesiones músculo esqueléticas, de la columna y otras articulaciones del cuerpo. Prescriben tratamientos y diagnostican condiciones que afectan las estructuras del pie, tobillo y afines de la pierna. Realizan procedimientos quirúrgicos menores, como por ejemplo en pies y tobillos, entre otros. Auditan la prestación de servicios de salud. Se pueden desempeñar en hospitales, clínicas y centros de servicios de salud, entre otros.",Profesionales de la salud no clasificados en otras ocupaciones,2269
23100,2,"Preparan y diseñan programas académicos para pregrado o postgrado; planean actividades de formación; definen mecanismos de evaluación y seguimiento; adelantan procesos de investigación para ampliar, mejorar o generar nuevos contenidos, metodologías o teorías conceptuales; dictan conferencias, clases magistrales o cátedras; facilitan el aprendizaje a través de la orientación de estudios; elaboran trabajos, artículos, publicaciones y libros de carácter académico o científico. Se pueden desempeñar en programas académicos de pregrado y postgrado en universidades o en instituciones de educación superior, entre otros.",Profesores de instituciones de educación superior,2310
23200,2,"Enseñan e imparten formación técnica, vocacional y ocupacional a adultos y estudiantes de últimos años de escuelas secundarias y de formación en áreas u ocupaciones específicas para las cuales normalmente no se requiere educación universitaria o superior; capacitan y actualizan a trabajadores en empresas y organizaciones para el desempeño de funciones laborales. Se pueden desempeñar en universidades e instituciones de educación superior, escuelas de formación para adultos y de formación vocacional, institutos técnicos y escuelas secundarias, empresas y organizaciones, instituciones de formación para el trabajo, entre otros.",Profesores de formación profesional,2320
23300,2,"Imparten una o varias asignaturas en el nivel secundario, con excepción de los temas que tienen por objeto preparar a los alumnos para ejercer un empleo en áreas de ocupación específicas. Contribuyen en el diseño de estructuras curriculares de programas educativos y de formación, su ejecución y evaluación. En ocasiones estos profesores de colegios de secundaria desarrollan funciones como coordinadores de grupos a su cargo o del área que representa su formación e integra a la comunidad educativa en proyectos de investigación social. Se pueden desempeñar en establecimientos de educación media, pública o privada, entre otros.",Profesores de educación secundaria,2330
23410,2,"Imparten procesos de formación sobre diversos temas en el nivel primario de educación, que comprende los cinco primeros años de la educación básica; preparan y orientan asignaturas básicas en áreas del conocimiento relacionadas con las competencias de: lecto-escritura, lógica matemática, ciencias naturales y sociales, otras lenguas, educación física y deportiva, educación artística y musical, entre otras. Se pueden desempeñar en instituciones educativas públicas o privados de educación básica primaria, para niños, jóvenes o adultos, entre otros.",Profesores de educación básica primaria,2341
23420,2,"Planean, organizan ambientes enriquecidos y guían el desarrollo integral de la infancia y primera infancia; fomentan y estimulan el desarrollo de las dimensiones sociales, intelectuales, físicas, psicomotoras y emocionales por medio de actividades educativas, lúdicas y experiencias grupales de socialización e integración. Se pueden desempeñar en establecimientos públicos y privados de jardines infantiles, colegios, entre otros.",Profesores de primera infancia y preescolar,2342
23510,2,"Investigan, desarrollan y asesoran en métodos, medios y procedimientos educativos impresos y/o digitales, cursos y materiales didácticos, implementando el uso de las tecnologías de la información y la comunicación. Así mismo, estudian y analizan el trabajo de los docentes, el funcionamiento de las instituciones educativas y los resultados alcanzados y formulan recomendaciones sobre cambios y mejoras. Se pueden desempeñar en establecimientos educativos, entidades del gobierno, casas editoriales, entre otros.",Especialistas en métodos y procesos pedagógicos,2351
23521,2,"Planean, programan, imparten, evalúan y orientan procesos de educación, desarrollo de competencias, formación y educación a niños, adolescentes o adultos en situación de discapacidad física o mental, o a personas que tienen dificultades de aprendizaje o necesidades especiales mediante técnicas especializadas. Así mismo, promueven el desarrollo social, emocional, intelectual y físico de sus alumnos. Se pueden desempeñar en centros de rehabilitación e instituciones de educación preescolar, básica y media, instituciones de formación para el trabajo e instituciones de educación superior, entre otros.",Profesores e instructores de educación especial e inclusiva,2352
23522,2,"Planean, organizan y dinamizan procesos formativos para resignificar estilos de vida en los ámbitos familiar, social, educativo y empresarial; a través de estrategias pedagógico-terapéuticas-reeducativas que se desarrollan mediante procedimientos de atención e intervención a personas y/o familias en condiciones de vulnerabilidad, disfunción social y/o conflicto con la ley. Desarrollan actividades complejas en contextos cambiantes, con alto grado de autonomía y responsabilidad, utilizando diferentes métodos y estrategias pedagógicas y didácticas. Se pueden desempeñar en centros educativos, de recuperación y rehabilitación, centros penitenciarios y entidades de promoción social, entre otros.",Pedagogos reeducadores,2352
23530,2,"Enseñan lenguas no maternas a los adultos y niños que están aprendiendo un idioma extranjero por razones de migración, para cumplir con los requisitos de empleo u oportunidades, para facilitar la participación en programas educativos ofrecidos en un idioma extranjero, intercambio cultural o para enriquecimiento personal. Trabajan fuera de la corriente principal de los sistemas de enseñanza primaria, secundaria y superior, o en apoyo de los estudiantes y profesores dentro de esos sistemas. Se pueden desempeñar en escuelas de formación profesional y vocacional, institutos e instituciones, empresas y organizaciones para el desempeño de funciones laborales, entre otros.",Otros profesores de idiomas,2353
23540,2,"Diseñan, implementan, imparten y evalúan procesos de formación y enseñanza sobre la práctica, teoría e interpretación de música en entornos ajenos al sistema general de educación primaria, secundaria y superior, aún cuando también pueden dar clases particulares individuales o en pequeños grupos como actividades extraescolares organizadas por centros educativos del sistema general. Se pueden desempeñar en organizaciones de recreación y esparcimiento, academias de música, comunidades, entre otros. en entornos comunitarios o en escuelas, academias o centros de musicales de carácter público o privado, entre otros.",Otros profesores de música,2354
23550,2,"Imparten enseñanza, orientan programas y sesiones formativas para el desarrollo de habilidades, destrezas y conocimientos en técnicas relacionadas con la práctica, teoría e interpretación de danza, arte dramático, artes visuales y otras disciplinas artísticas (con excepción de la música) en entornos ajenos al sistema general de educación primaria, secundaria y superior, aún cuando también pueden dar clases particulares individuales o en pequeños grupos como actividades extraescolares. Se pueden desempeñar en academias, centros educativos, centros de recreación y bienestar, comunidades, entre otros.",Otros profesores de artes,2355
23560,2,"Desarrollan, planifican, dirigen y orientan programas y cursos de formación para usuarios de informática u otras tecnologías de la información, al margen del sistema general de educación primaria, secundaria y superior. Se pueden desempeñar en escuelas de formación profesional y vocacional, institutos e instituciones de educación y formación, empresas y organizaciones para el desempeño de funciones laborales, entre otros.",Instructores de tecnología de la información,2356
23591,2,"Asesoran a estudiantes sobre asuntos educativos, orientación vocacional y desarrollo personal; coordinan la provisión de servicios de consejería a estudiantes, padres y profesores. Se pueden desempeñar en instituciones públicas y privadas de educación superior, de formación para el trabajo, educación secundaria y básica primaria, entre otros.",Orientadores educativos,2359
23599,2,"Esta ocupación abarca a otros profesionales de la educación no clasificados en otras ocupaciones del Grupo Primario 2359: Otros profesionales de la educación no clasificados en otros grupos primarios. Por ejemplo, incluye aquellos que imparten clases particulares en materias distintas de las lenguas extranjeras, artes, música, agrícola y oficios. Se pueden desempeñar en escuelas de formación profesional, vocacional y de capacitación, correccionales, empresas, entre otros.",Otros profesionales de la educación no clasificados en otras ocupaciones,2359
24111,2,"Planifican, organizan y administran sistemas contables y financieros para personas y organizaciones de acuerdo con la normativa nacional e internacional; evalúan, controlan y cumplen con las obligaciones fiscales, establecen los procedimientos para la gestión de la información, contable, financiera y tributaria, garantizan y proporcionan información veraz, oportuna y de acuerdo a normatividad; asesoran en materia contable. Se pueden desempeñar en organizaciones con departamentos contables y financieros, empresas especializadas en servicios contables y de auditoria, el sector público y privado, servicio a personas naturales y jurídicas, entre otros.",Contadores,2411
24112,2,"Examinan y analizan la información contable y financiera de personas naturales y organizaciones; evalúan, supervisan y realizan seguimiento de los riesgos del sistema de control interno e identifican las oportunidades de mejora y alternativas para optimizar alternativas que garantizar exactitud y cumplimiento de los procedimientos y normativas vigentes para la elaboración, implementación y presentación de informes; prestan servicios de auditoría, acompañamiento, revisoría o verificación de cuentas. Se pueden desempeñar en organizaciones con departamentos contables y financieros, empresas especializadas en servicios contables y de auditoria, en el sector público y privado, servicio a personas naturales y jurídicas, entre otros.",Auditores financieros y contables,2411
24120,2,"Desarrollan planes financieros para personas y organizaciones recopilando y analizando información de estados financieros, rendimientos, obligaciones financieras, inversiones, comportamiento del mercado de valores; hacen inversiones de títulos, acciones, obligaciones y otros valores financieros y administran fondos por cuenta propia. Se pueden desempeñar en empresas u organizaciones del sector público y privado, entre otros.",Asesores financieros y de inversiones,2412
24130,2,"Realizan el análisis cuantitativo de estados, rendimientos, obligaciones, inversiones financieras y sobre el comportamiento del mercado de valores y demás información que incida en los programas de inversión de las instituciones públicas o privadas de acuerdo con la normativa nacional e internacional. Se pueden desempeñar en organizaciones y departamentos contables y financieros, empresas especializadas de auditoría y análisis de mercados de valores, instituciones públicas y privadas, entre otros.",Analistas financieros,2413
24210,2,"Proponen, planean e implementan cambios, analizan y resuelven las necesidades y problemas organizacionales, coordinan su ejecución para lograr una mayor eficiencia, productividad, calidad y competitividad, por medio del análisis y estudio de las estructuras, métodos, sistemas, operaciones y procedimientos de la organización, considerando también el diseño, optimización, mejoramiento, innovación y la gestión de los procesos empresariales; promueven una comunicación adecuada entre empleados y áreas o dependencias, fomentan el desarrollo de la cultura o identidad organizacional y velan por el adecuado clima laboral. Se pueden desempeñar en firmas de consultoría administrativa, en empresas de producción y fabricación, en organizaciones del sector público o privado, entre otros.",Profesionales y analistas de gestión y organización,2421
24220,2,"Dirigen investigaciones, generan informes, formulan y analizan políticas que orientan el diseño, la implementación y la modificación de operaciones y programas tanto de entidades gubernamentales como de empresas en áreas de empleo, vivienda, salud, educación y demás áreas sociales, así como la relación intergubernamental y asuntos territoriales. Se pueden desempeñar en entidades del gobierno, empresas de consultoría, asociaciones profesionales, instituciones de educación, organizaciones no gubernamentales, entre otros.",Profesionales en políticas sociales y de administración,2422
24231,2,"Administran, diseñan, implementan y evalúan políticas, programas, proyectos y procedimientos de gestión humana; asesoran a gerentes, líderes de procesos y empleados en temas de talento humano, contratación y análisis ocupacionales. Se pueden desempeñar en empresas particulares, entidades del gobierno, organizaciones de consultoría de personal, entre otros.",Profesionales de talento humano,2423
24232,2,"Suministran asistencia, consejería e información a solicitantes de empleo sobre aspectos relacionados con su búsqueda y orientación profesional, asesoran e informan a empleadores sobre oferta laboral y mercado de trabajo. Se pueden desempeñar en organizaciones de consultoría, entidades del gobierno, agencias de servicio de empleo público y privadas, entre otros.",Consejeros de servicios de empleo,2423
24241,2,"Planifican, desarrollan, implementan y evalúan programas de capacitación y desarrollo a fin de asegurar que la dirección y el personal adquieran las destrezas y perfeccionen las competencias que las organizaciones requieren para cumplir con los objetivos organizacionales. Se pueden desempeñar en organizaciones de consultoría, entidades del gobierno, empresas privadas, entre otros.",Profesionales de formación y desarrollo de personal,2424
24242,2,"Planifican, desarrollan, implementan y evalúan programas de evaluación de destrezas y competencias laborales. Emiten juicio sobre las capacidades de las personas para el desempeño laboral en ocupaciones específicas, con referencia a competencias estandarizadas, establecidas por el Estado, organizaciones empresariales sectoriales o empresas. Desarrollan procesos, procedimientos e instrumentos de recopilación de evidencias de los desempeños con base en su conocimiento y experiencia en los procesos y resultados propios de la ocupación o campo ocupacional en que se evalúan y de los principios y métodos de evaluación. Se pueden desempeñar en organizaciones de consultoría, organismos certificadores de competencias, empresas privadas, entidades públicas, entre otros.",Evaluadores de competencias laborales,2424
24311,2,"Investigan, diseñan, elaboran y coordinan estrategias y campañas publicitarias; analizan y determinan los mercados para nuevos productos y servicios e identifican y desarrollan oportunidades de mercado para bienes y servicios nuevos y existentes; preparan y planifican la estrategias y mensajes publicitarios; crean, diseñan, redactan, editan, difunden y ejecutan distintas campañas; mantienen relaciones estables y duraderas con sus clientes. Se pueden desempeñar empresas industriales, comerciales, agencias de publicidad, mercadeo y relaciones públicas, organizaciones del gobierno, entre otros.",Publicistas y consultores de desarrollo comercial,2431
24312,2,"Construyen, gestionan y administran comunidades virtuales creando y manteniendo relaciones estables y duraderas con sus clientes, admiradores y en general cualquier usuario interesado, a través de redes sociales, páginas web y plataformas virtuales, para hacer seguimiento a las tendencias de los usuarios frente a marcas, compañías, eslogan y personajes, dotando a los medios sociales de un enfoque empresarial y estratégico; investigan, diseñan, elaboran y coordinan estrategias y campañas publicitarias basados en análisis de datos de los usuarios. Se pueden desempeñar en los departamentos de comunicaciones, publicidad o relaciones públicas de las empresas, canales de atención de las organizaciones, agencias de publicidad y mercadeo, centrales de medios, entre otros.",Administradores de comunidades virtuales,2431
24313,2,"Analizan e identifican oportunidades comerciales en mercados internacionales e intermedian en procesos de negociación comercial con clientes o socios extranjeros. Se pueden desempeñar en agencias del gobierno, empresas multinacionales o firmas especializadas en negocios internacionales, entre otros.",Profesionales en negocios internacionales,2431
